user_id,truth
1281769,1.0
842085,1.0
740431,0.0
380179,0.0
796523,0.0
894761,0.0
96724,0.0
1343616,1.0
88701,0.0
705708,0.0
811533,0.0
1191205,1.0
3688,0.0
955495,0.0
78691,1.0
1138742,0.0
836024,1.0
309602,1.0
8766,0.0
1086210,0.0
490240,0.0
459936,0.0
56949,1.0
319655,0.0
277518,0.0
732418,0.0
633415,0.0
1032836,1.0
1129480,0.0
215150,1.0
1030103,1.0
416158,1.0
98005,0.0
503155,0.0
980893,1.0
579767,1.0
1132517,1.0
163202,1.0
198615,1.0
194583,1.0
7327,1.0
372372,1.0
820745,1.0
142436,1.0
1108376,0.0
1231181,0.0
500742,1.0
442448,1.0
95609,0.0
1056543,1.0
1033870,1.0
630298,1.0
58175,0.0
740786,1.0
559146,0.0
520324,0.0
777035,1.0
470253,0.0
326086,0.0
1222875,1.0
1115379,0.0
1083154,0.0
527926,1.0
1003996,0.0
721653,1.0
145514,0.0
1276023,1.0
8542,1.0
809895,1.0
858502,1.0
1038172,1.0
695738,1.0
1186149,1.0
1272025,0.0
330840,1.0
199360,1.0
849076,0.0
154299,0.0
371956,0.0
340658,0.0
1147153,0.0
882286,1.0
758435,1.0
361964,0.0
427134,1.0
1345935,0.0
64797,1.0
702657,0.0
818550,1.0
557723,1.0
207793,1.0
339087,0.0
1353266,1.0
1243902,0.0
805643,0.0
816096,0.0
1341410,0.0
424724,0.0
1255476,1.0
892435,0.0
132374,0.0
149658,0.0
344326,0.0
75165,1.0
333442,1.0
391448,1.0
951545,0.0
1264623,0.0
1000426,1.0
11434,0.0
630730,0.0
77184,0.0
876295,1.0
1279672,1.0
1142399,0.0
1043989,1.0
124678,0.0
774195,0.0
596233,1.0
898453,1.0
760759,1.0
210812,0.0
517425,0.0
826721,1.0
205929,0.0
1242763,0.0
827792,1.0
576221,1.0
1105881,1.0
969026,1.0
667181,0.0
234084,1.0
796118,1.0
242975,1.0
1204739,0.0
1329384,1.0
287842,1.0
17361,1.0
1036526,0.0
98586,1.0
1229656,1.0
250945,0.0
611205,0.0
588032,0.0
1288445,0.0
139561,1.0
971862,1.0
1028618,0.0
1115598,0.0
32496,0.0
843739,0.0
21431,0.0
37340,1.0
383273,0.0
1183570,1.0
466311,1.0
116825,0.0
1142318,1.0
741723,1.0
641004,1.0
428968,1.0
692256,1.0
43665,0.0
131833,0.0
1000481,1.0
78597,0.0
65562,1.0
1099493,0.0
512994,1.0
1153470,1.0
420752,0.0
1271897,1.0
1316762,1.0
120328,1.0
680090,1.0
1137451,1.0
20163,0.0
72275,1.0
528639,1.0
257092,0.0
874010,0.0
206704,0.0
1328178,1.0
1323666,0.0
103015,1.0
924170,1.0
747552,1.0
131554,1.0
1134664,0.0
1173489,1.0
22051,0.0
252016,0.0
575645,1.0
453867,0.0
845197,1.0
466192,1.0
388693,0.0
443645,0.0
1335890,0.0
1203473,0.0
814648,1.0
1266579,1.0
649008,1.0
159024,1.0
1271674,1.0
415012,0.0
1041153,1.0
1346962,1.0
670427,1.0
500276,1.0
1151410,0.0
85506,1.0
1050584,1.0
72487,1.0
1092541,1.0
878564,0.0
643642,0.0
381955,1.0
358864,0.0
215459,0.0
235312,1.0
777745,1.0
747285,1.0
901218,1.0
1097741,0.0
1186881,1.0
488637,1.0
1215384,1.0
1245917,1.0
2089,0.0
643012,0.0
445788,1.0
588529,0.0
660586,1.0
1216780,0.0
1141945,1.0
1296376,0.0
671323,0.0
1035899,1.0
283508,1.0
707779,1.0
1159842,0.0
1101884,0.0
37475,0.0
944932,0.0
107685,0.0
954457,1.0
779234,0.0
1110472,1.0
407431,0.0
400941,1.0
219173,0.0
256833,0.0
482151,1.0
220915,0.0
1076345,1.0
382216,1.0
1238455,0.0
24412,1.0
772903,0.0
958346,1.0
192206,0.0
67338,1.0
804480,0.0
648315,1.0
910927,1.0
919540,0.0
531200,1.0
1183783,0.0
1340217,1.0
975572,1.0
329670,1.0
532344,0.0
855795,0.0
808352,0.0
773590,0.0
933921,0.0
1173416,0.0
1156842,1.0
298599,1.0
811605,0.0
501579,1.0
860358,1.0
813291,0.0
296042,0.0
55692,1.0
256048,1.0
406412,1.0
1100342,1.0
392373,0.0
4615,0.0
591354,1.0
206102,0.0
190787,0.0
1357397,0.0
333369,0.0
683490,0.0
885846,1.0
1291872,0.0
855361,1.0
923314,0.0
956053,0.0
917063,1.0
162859,0.0
192177,0.0
660444,1.0
875133,0.0
1068219,0.0
1023225,0.0
629098,0.0
1225495,1.0
550222,1.0
819292,0.0
899647,0.0
72946,0.0
267864,1.0
1134373,0.0
188225,1.0
735502,1.0
1581,1.0
1302867,1.0
224563,1.0
17681,1.0
86699,1.0
347947,1.0
1164753,1.0
303357,1.0
256692,1.0
141195,1.0
171523,1.0
869220,0.0
1295978,0.0
1356291,1.0
613264,0.0
552188,0.0
527144,0.0
301821,0.0
1344237,1.0
266186,0.0
861392,0.0
566724,1.0
1200082,0.0
1014675,0.0
676170,0.0
961646,1.0
132993,1.0
305365,0.0
33692,1.0
511410,0.0
900380,0.0
405371,1.0
1182627,1.0
700177,1.0
468565,0.0
62755,1.0
513950,0.0
725031,0.0
1289636,0.0
438343,1.0
1295660,0.0
1096640,1.0
693549,1.0
1088789,1.0
714828,0.0
1118146,1.0
830048,0.0
1216964,1.0
6857,1.0
488800,1.0
313033,1.0
501328,0.0
1355208,1.0
619866,1.0
1111122,0.0
911642,1.0
203023,0.0
1163863,1.0
824518,1.0
126911,0.0
1341370,0.0
736505,1.0
233989,1.0
145223,1.0
815305,1.0
371882,1.0
564434,1.0
1323049,1.0
1078135,1.0
1234102,1.0
85863,1.0
1212001,1.0
21666,0.0
593380,1.0
638510,0.0
1107293,1.0
64686,0.0
588432,1.0
336585,1.0
585441,1.0
859869,1.0
97708,1.0
743820,1.0
371588,0.0
682531,0.0
1120357,1.0
706234,1.0
810039,1.0
458366,0.0
557519,0.0
6089,1.0
301408,1.0
1251231,0.0
104715,1.0
415879,0.0
1342512,0.0
301611,1.0
451408,0.0
684326,0.0
968020,1.0
611375,0.0
467688,0.0
684350,0.0
414383,0.0
1261975,1.0
1326412,1.0
928499,1.0
1153030,0.0
1164456,1.0
1221089,1.0
1356366,1.0
1266154,0.0
1132053,1.0
1322337,1.0
1033802,1.0
969187,0.0
1366053,1.0
255643,0.0
639741,0.0
725622,1.0
1170696,1.0
1346053,0.0
12252,1.0
472256,1.0
727896,0.0
736319,1.0
1224565,1.0
1233185,0.0
37668,1.0
1181693,1.0
1332694,0.0
182057,1.0
460251,0.0
299835,1.0
14401,0.0
144125,1.0
1259463,0.0
1110590,0.0
680783,1.0
271382,0.0
1240790,1.0
462860,1.0
305120,1.0
1234333,1.0
262141,1.0
313821,1.0
1171606,1.0
424459,1.0
1266036,0.0
915512,0.0
266471,1.0
559532,1.0
87898,0.0
1042869,0.0
415390,1.0
1319804,0.0
73434,1.0
473116,0.0
1181376,1.0
655147,1.0
55878,0.0
271322,1.0
578102,0.0
664908,1.0
852154,1.0
1251879,1.0
1326369,0.0
1178547,1.0
64221,1.0
237311,1.0
295082,1.0
38005,1.0
1276820,1.0
963615,0.0
1254500,1.0
1274940,1.0
496762,0.0
231553,1.0
1291567,1.0
1274649,1.0
195822,0.0
626544,0.0
1123113,1.0
236116,1.0
995003,1.0
151060,0.0
449853,1.0
540792,1.0
1104884,1.0
1279925,1.0
696137,1.0
915185,1.0
391369,1.0
1079131,0.0
1010491,0.0
161330,0.0
659078,1.0
47911,1.0
804132,1.0
780682,1.0
115732,0.0
1286603,1.0
1196584,1.0
1343594,0.0
877335,0.0
1091221,0.0
1020371,0.0
765630,1.0
493663,1.0
1306326,1.0
283730,1.0
1198399,1.0
1006192,1.0
582882,0.0
1360192,1.0
566017,0.0
1044945,1.0
366835,1.0
700428,1.0
976140,1.0
359772,0.0
62241,1.0
64648,1.0
563045,1.0
1206394,0.0
1004078,1.0
665309,1.0
89713,0.0
1059935,1.0
1123883,1.0
549395,0.0
938273,0.0
42971,0.0
917507,1.0
374348,0.0
936818,1.0
279591,0.0
597851,0.0
337580,1.0
960754,0.0
1272822,0.0
191229,1.0
346593,1.0
739765,1.0
319549,1.0
972350,1.0
1252467,1.0
961021,1.0
1160042,1.0
581644,1.0
1057262,0.0
868948,1.0
62165,0.0
677842,0.0
976408,1.0
700663,1.0
1022091,0.0
442409,1.0
165096,1.0
868734,0.0
509827,1.0
821012,0.0
562481,1.0
965010,1.0
356483,1.0
139116,0.0
790993,0.0
1331463,1.0
546353,0.0
326924,0.0
1011155,0.0
213277,1.0
549932,1.0
252007,0.0
204801,1.0
306733,1.0
407939,1.0
989602,0.0
619663,0.0
1064037,1.0
1059979,1.0
481494,1.0
137583,1.0
401009,1.0
4771,1.0
95854,0.0
240988,0.0
1203125,0.0
524816,1.0
517531,1.0
209764,1.0
782575,0.0
913719,1.0
167210,0.0
1202700,0.0
1079522,0.0
630028,1.0
119266,1.0
1071049,1.0
295962,1.0
663404,0.0
223179,0.0
777160,1.0
412321,1.0
457958,1.0
765739,0.0
90929,0.0
457810,1.0
880018,0.0
980263,0.0
372757,0.0
875020,0.0
594652,1.0
12241,1.0
486720,1.0
318113,0.0
395063,1.0
821274,1.0
471811,1.0
279803,1.0
881989,0.0
759949,0.0
761946,1.0
424519,0.0
486673,1.0
155104,0.0
1148512,0.0
928112,1.0
1271765,1.0
546858,0.0
367077,0.0
1135504,0.0
1344996,0.0
190572,1.0
1257817,1.0
651577,0.0
1265981,0.0
637214,1.0
465254,1.0
474824,1.0
1350264,1.0
412344,0.0
714577,0.0
477252,1.0
206509,0.0
537557,1.0
318348,0.0
651280,0.0
967012,0.0
307837,1.0
1348365,1.0
452168,1.0
386810,1.0
1258229,1.0
353704,1.0
420993,1.0
783173,1.0
745229,0.0
894789,0.0
1003419,0.0
1298024,1.0
120388,0.0
782417,1.0
521081,0.0
587798,1.0
299084,0.0
165081,0.0
1103691,1.0
783060,1.0
126377,1.0
252149,0.0
1023932,1.0
669466,0.0
383625,1.0
408470,0.0
858995,1.0
1103194,0.0
896712,0.0
97843,1.0
51306,1.0
720211,0.0
133197,1.0
331962,1.0
28953,1.0
1326231,1.0
508771,1.0
20242,0.0
387201,1.0
402484,1.0
964669,0.0
233205,0.0
956471,1.0
671794,0.0
1325147,1.0
168366,0.0
1071206,1.0
182077,1.0
947855,0.0
1095255,1.0
609080,1.0
1225001,1.0
1127400,1.0
930935,0.0
541258,0.0
723264,1.0
187933,0.0
24963,1.0
213200,0.0
1299912,1.0
1214917,1.0
840247,1.0
223889,1.0
957490,0.0
340640,0.0
593329,1.0
1011653,0.0
209703,0.0
584162,1.0
105329,0.0
372012,1.0
973421,0.0
769692,1.0
1206215,1.0
1206461,0.0
603213,1.0
1266510,1.0
61291,0.0
1345063,0.0
6766,1.0
836347,0.0
141501,1.0
653490,0.0
930102,0.0
1012706,0.0
26906,0.0
735144,0.0
596672,0.0
633102,0.0
739448,1.0
384159,1.0
289810,0.0
1223029,0.0
948930,1.0
214534,1.0
1342056,1.0
409409,1.0
65909,1.0
390779,1.0
255762,1.0
911396,1.0
1036028,1.0
48430,1.0
245662,1.0
1282923,1.0
458708,1.0
37980,1.0
1048096,0.0
886588,0.0
1060714,0.0
775709,1.0
343539,1.0
243816,0.0
362795,1.0
240167,0.0
860336,0.0
870292,1.0
336839,1.0
492431,1.0
1107413,1.0
119304,0.0
355069,1.0
624041,0.0
716348,0.0
1079943,0.0
13744,1.0
325173,0.0
1253909,0.0
1315785,1.0
970065,1.0
1260200,0.0
1060839,0.0
783059,1.0
999433,0.0
27198,0.0
802802,1.0
524962,1.0
410177,1.0
547878,0.0
406039,0.0
1202896,0.0
1242542,1.0
1064903,0.0
656082,1.0
808420,1.0
267274,1.0
77566,0.0
883548,1.0
1168150,0.0
660273,0.0
514512,1.0
866086,1.0
1033841,0.0
1136451,1.0
904898,1.0
205555,0.0
348926,1.0
840620,1.0
1024741,0.0
824421,1.0
414630,0.0
774902,1.0
183167,0.0
1248311,1.0
719209,1.0
962976,1.0
1338609,1.0
493516,0.0
102092,0.0
293977,1.0
1064633,0.0
724258,1.0
522891,1.0
1125150,1.0
1038816,1.0
390631,1.0
410288,1.0
1192317,1.0
214338,1.0
1254634,1.0
1328447,1.0
858488,1.0
1228821,0.0
1330351,1.0
335930,1.0
934441,1.0
503582,1.0
119354,1.0
722958,1.0
841113,1.0
330801,0.0
970694,1.0
955414,0.0
13914,1.0
391103,0.0
276666,1.0
926001,1.0
434006,1.0
567600,1.0
1103524,1.0
535350,0.0
70987,0.0
24609,0.0
150448,1.0
498695,1.0
1089620,0.0
929485,1.0
475036,0.0
660917,0.0
516562,0.0
808923,1.0
210628,1.0
625128,1.0
1019007,1.0
1028138,0.0
434724,0.0
71692,1.0
1124544,1.0
175243,1.0
980153,0.0
355873,1.0
348838,1.0
285550,1.0
967053,1.0
954760,1.0
416949,1.0
106494,0.0
1199618,0.0
516906,1.0
655142,1.0
1077188,1.0
1202575,1.0
524341,0.0
282702,0.0
1053481,1.0
511958,0.0
711414,1.0
980112,1.0
1289529,0.0
59318,1.0
783166,0.0
449860,1.0
333715,1.0
949414,0.0
253916,1.0
397080,1.0
874680,1.0
695306,1.0
74350,1.0
1177570,1.0
291904,1.0
515270,0.0
757852,1.0
1244581,0.0
953433,1.0
912059,1.0
694247,1.0
569693,1.0
1253553,1.0
537331,1.0
907618,1.0
44712,0.0
1040662,0.0
924555,1.0
241675,1.0
321011,1.0
1210271,0.0
799415,1.0
57453,0.0
1352900,0.0
1111965,1.0
633625,1.0
1349886,1.0
368914,0.0
321129,1.0
147964,1.0
780391,1.0
890047,1.0
1295138,1.0
472578,0.0
1219779,0.0
1318281,0.0
880789,1.0
332253,0.0
923545,0.0
800617,0.0
374508,1.0
142075,0.0
823856,1.0
144224,0.0
485151,0.0
498347,0.0
1284787,0.0
218352,1.0
1363789,1.0
1268917,1.0
1179880,1.0
94960,1.0
52672,1.0
153683,1.0
838170,1.0
933615,0.0
1190566,0.0
1099403,1.0
109686,1.0
31120,1.0
67689,1.0
617391,0.0
222972,1.0
612299,0.0
940652,1.0
1086428,0.0
913869,0.0
1257463,1.0
1232347,0.0
56254,1.0
578163,1.0
502581,0.0
1076645,1.0
548221,0.0
765306,1.0
348904,1.0
1366113,0.0
206060,0.0
532870,0.0
1239893,0.0
104159,1.0
914689,1.0
807096,0.0
1005520,0.0
1069370,1.0
672972,1.0
519584,1.0
221477,0.0
1300413,1.0
998039,1.0
199301,0.0
423293,1.0
1210044,0.0
566520,0.0
1207381,0.0
799249,0.0
917621,0.0
1143757,1.0
422270,0.0
895267,1.0
724068,1.0
553525,0.0
881215,1.0
388661,0.0
788969,0.0
156650,0.0
367274,1.0
483683,0.0
171569,0.0
810320,0.0
1021646,0.0
965532,0.0
1177384,1.0
551178,0.0
392262,1.0
438838,1.0
6406,0.0
1196795,1.0
1290366,1.0
1112396,0.0
1008637,0.0
1289527,0.0
119746,1.0
821527,1.0
828844,0.0
1215078,1.0
824531,1.0
88454,0.0
540487,1.0
914319,0.0
1084974,1.0
1100051,0.0
350073,0.0
808165,1.0
204164,1.0
448136,1.0
1085593,0.0
320075,1.0
978079,0.0
480330,1.0
326529,0.0
1273815,1.0
448529,0.0
297555,1.0
351933,0.0
187919,0.0
393786,0.0
147551,1.0
1205150,1.0
278666,1.0
1209677,0.0
337866,1.0
387601,0.0
1075042,1.0
130737,0.0
34720,1.0
1329982,1.0
1342539,1.0
1026079,0.0
538529,1.0
11048,1.0
1224754,0.0
144754,1.0
583042,0.0
1243191,1.0
1198909,0.0
138895,0.0
145798,0.0
1224729,0.0
1126416,0.0
443453,0.0
1331268,0.0
372488,0.0
632063,0.0
862855,1.0
897022,0.0
663444,0.0
1228883,0.0
284620,1.0
183274,1.0
366816,1.0
1035361,0.0
1253902,1.0
537208,1.0
929404,1.0
788266,1.0
623243,1.0
1241989,0.0
714460,0.0
283348,0.0
229991,0.0
428905,0.0
235514,0.0
1115551,1.0
1169819,0.0
595495,0.0
697886,0.0
653896,0.0
409515,0.0
372928,1.0
522213,1.0
1097050,1.0
1357227,1.0
475101,1.0
933420,1.0
581122,0.0
846922,1.0
414152,0.0
1253969,1.0
655420,1.0
1159776,0.0
1069972,0.0
1163117,1.0
469741,1.0
558385,0.0
1052412,0.0
1138087,0.0
483056,0.0
874474,0.0
317050,0.0
706340,1.0
1151574,1.0
218598,0.0
1149367,1.0
1336195,1.0
803559,1.0
252122,0.0
1024571,1.0
1093518,1.0
443440,1.0
419040,1.0
146131,0.0
443184,1.0
333266,0.0
1233392,1.0
14018,0.0
138630,1.0
886449,1.0
2040,0.0
59163,0.0
419025,1.0
1303877,0.0
750131,0.0
287538,1.0
32067,1.0
138021,0.0
797227,0.0
888270,1.0
130591,1.0
1068074,0.0
26227,1.0
608930,0.0
1316906,1.0
1101711,0.0
887653,1.0
1145360,0.0
695193,1.0
811407,0.0
698291,1.0
212277,0.0
1240382,1.0
883102,1.0
417832,0.0
1130487,0.0
821143,1.0
718336,1.0
174199,0.0
1158446,1.0
369382,1.0
918706,1.0
310265,1.0
1224818,1.0
1119536,0.0
1282350,0.0
927923,1.0
521534,1.0
433068,0.0
297229,1.0
771012,1.0
742484,0.0
1093205,0.0
648441,0.0
725736,1.0
810296,1.0
97116,0.0
1048482,1.0
1084428,1.0
677091,1.0
1082130,1.0
965661,1.0
27979,1.0
786314,0.0
164036,0.0
978541,0.0
844660,0.0
967366,0.0
1191318,1.0
1300517,1.0
439424,1.0
155822,1.0
919830,1.0
94528,1.0
261437,0.0
377414,1.0
1089541,0.0
165602,0.0
533331,0.0
185823,0.0
331215,0.0
1166754,0.0
27384,1.0
698675,1.0
927312,1.0
733298,1.0
134715,0.0
1055585,0.0
946268,1.0
1224421,1.0
598892,0.0
1268600,0.0
914472,0.0
1069729,0.0
359380,1.0
422227,1.0
970234,0.0
11777,1.0
766887,0.0
917019,1.0
7458,1.0
1176705,1.0
1286813,1.0
220590,1.0
1063155,0.0
645309,0.0
173559,1.0
776834,0.0
202578,1.0
77580,1.0
826167,1.0
126997,0.0
264800,1.0
395608,0.0
1327385,1.0
564856,1.0
1254615,1.0
1092615,0.0
253244,0.0
679178,0.0
1261322,0.0
662972,0.0
56257,1.0
1119868,0.0
55872,0.0
1268588,1.0
1132812,0.0
575009,0.0
131457,1.0
246403,0.0
768046,0.0
178401,0.0
1151544,0.0
680261,0.0
579122,1.0
1077163,0.0
47353,1.0
183399,0.0
515512,1.0
82358,1.0
848827,0.0
924814,0.0
672892,0.0
1126101,1.0
511860,1.0
1115928,1.0
975489,0.0
408284,0.0
282895,1.0
1359073,0.0
1286371,1.0
128050,1.0
965024,0.0
374822,1.0
88127,0.0
524429,0.0
1145315,1.0
1093461,1.0
194226,1.0
150484,0.0
148407,1.0
1363021,1.0
72897,1.0
369521,0.0
458097,0.0
110400,1.0
635748,1.0
1257460,0.0
1295227,1.0
1026922,1.0
360095,0.0
1252192,1.0
1094123,1.0
451802,1.0
946942,0.0
403332,0.0
687418,1.0
738230,0.0
183438,0.0
35951,0.0
400033,0.0
793718,1.0
807300,1.0
1245981,1.0
1248822,1.0
650418,0.0
5565,1.0
1181884,0.0
367741,0.0
312260,0.0
980740,1.0
452681,1.0
141311,1.0
477288,1.0
823655,0.0
572303,1.0
875601,0.0
640937,0.0
1004432,0.0
906180,1.0
653493,1.0
976102,0.0
996545,0.0
649915,0.0
592006,0.0
824152,0.0
1324804,1.0
373826,1.0
910130,1.0
1149571,0.0
916415,0.0
561542,0.0
500453,0.0
1326610,1.0
474019,1.0
1169549,1.0
701159,1.0
1304968,1.0
1253551,0.0
1034153,1.0
961228,0.0
646058,0.0
1202697,0.0
189033,1.0
214978,1.0
1228522,1.0
293255,0.0
928725,0.0
115492,0.0
443986,0.0
1172992,0.0
939117,1.0
344585,0.0
502599,1.0
622496,0.0
606350,1.0
1196634,1.0
278971,1.0
28592,0.0
1309097,0.0
592541,0.0
1312665,0.0
631926,1.0
403475,0.0
304608,1.0
286032,1.0
253301,1.0
654330,1.0
1236047,0.0
592475,1.0
1091309,0.0
688744,0.0
726920,0.0
811747,1.0
36251,0.0
1086546,1.0
429446,0.0
199095,0.0
738103,1.0
533096,0.0
616172,0.0
296946,1.0
654783,1.0
449519,0.0
691684,1.0
1366231,1.0
685742,1.0
345649,0.0
664482,0.0
475192,0.0
858216,0.0
1035607,0.0
920120,0.0
1174311,0.0
862897,1.0
1122526,1.0
510670,1.0
765158,0.0
272339,1.0
478427,0.0
29213,0.0
577068,0.0
607908,1.0
949656,1.0
1314571,0.0
754582,1.0
842822,0.0
1119149,1.0
278318,1.0
85107,0.0
1099369,1.0
967719,0.0
113553,1.0
1235717,1.0
618352,1.0
152694,0.0
818641,0.0
741061,0.0
993444,0.0
976619,0.0
521906,0.0
87723,0.0
404513,1.0
1239753,1.0
369590,0.0
552376,0.0
267352,1.0
811250,1.0
579332,1.0
1275233,0.0
532031,1.0
1167773,1.0
1134035,1.0
1340137,1.0
517076,1.0
132528,1.0
851274,1.0
651240,1.0
844033,0.0
598515,1.0
1086298,0.0
545991,1.0
1307914,1.0
666334,1.0
733917,1.0
1362435,1.0
481743,1.0
1083844,0.0
647615,0.0
823811,0.0
128073,1.0
422592,1.0
333626,1.0
664728,0.0
1297178,1.0
26679,0.0
296954,1.0
365734,0.0
271088,0.0
1318740,0.0
435291,0.0
686149,0.0
987503,1.0
563570,1.0
372676,1.0
943555,0.0
1282147,0.0
828915,0.0
218856,1.0
1352277,0.0
722663,1.0
539527,1.0
215776,0.0
1349970,1.0
274653,1.0
676186,1.0
741606,1.0
393923,0.0
490065,0.0
342140,1.0
683596,0.0
345449,1.0
832523,0.0
1069682,0.0
954522,0.0
74290,0.0
581573,0.0
636662,0.0
1328351,1.0
508689,1.0
364488,1.0
730542,0.0
1244330,0.0
35994,0.0
243196,0.0
449285,1.0
341942,0.0
1039412,1.0
229873,0.0
1354204,0.0
553193,1.0
1299850,1.0
696778,0.0
267171,1.0
803630,1.0
318914,0.0
354232,1.0
975930,1.0
1029315,1.0
1088486,0.0
347069,1.0
253882,1.0
1254988,1.0
766136,0.0
1064535,1.0
1211095,1.0
516132,1.0
874989,0.0
171954,1.0
1135942,1.0
1356053,1.0
1036828,1.0
1029401,0.0
1080595,1.0
550701,0.0
118952,0.0
157800,1.0
9994,0.0
1333498,1.0
910180,0.0
405399,0.0
1291906,1.0
489464,1.0
392667,1.0
1221283,1.0
1266412,0.0
1155806,0.0
238787,0.0
1348884,0.0
1262611,0.0
114024,1.0
574905,1.0
862696,1.0
908036,0.0
103214,0.0
1184365,0.0
660992,0.0
1308210,1.0
233496,1.0
1268644,0.0
623451,1.0
616203,1.0
918190,1.0
817134,1.0
534726,1.0
932238,0.0
560761,0.0
674705,1.0
1213053,0.0
1282157,1.0
1330822,0.0
97350,0.0
379761,1.0
605677,1.0
1174955,0.0
273318,1.0
1286514,0.0
97945,0.0
607782,0.0
581749,0.0
770175,1.0
1206342,1.0
341988,1.0
1262793,1.0
182170,0.0
1113699,0.0
529592,1.0
62200,1.0
439021,1.0
1247976,1.0
909220,1.0
590146,0.0
852740,1.0
952600,0.0
922241,0.0
426452,1.0
604866,1.0
1107682,1.0
1146813,1.0
499788,0.0
1052039,0.0
1298651,0.0
1134337,1.0
1342031,0.0
1338112,1.0
1194887,0.0
475112,0.0
523038,1.0
630007,1.0
1258448,1.0
145550,0.0
1200940,1.0
695818,0.0
927560,1.0
921412,1.0
531356,1.0
702438,1.0
261976,1.0
